"title","snippet","entity"
NULL,NULL,"buddha"
"Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama ...","Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika 4 Agustus Adalah tidak mungkin bahwa seseorang yang tidak Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika  4 Agustus  Adalah tidak mungkin bahwa seseorang yang tidak dapat mengendalikan diri, tidak dapat berdisiplin dan tidak dapat meredam diri, dapat mengendalikan, mendisiplinkan, dan meredamkan orang lain.   Namun adalah mungkin sekali bahwa seseorang yang dapat mengendalikan diri, berdisiplin dan meredam diri, dapat membuat orang lain seperti itu juga.  ~ Majjhima Nikaya I 45 ~  Buddha Wacana Penerbit Karaniya | Facebook Namo Buddhaya
Renungan Harian Agama Buddha
Oleh : Ven. Shravasti Dhammika

4 Agustus

Adalah tidak mungkin bahwa seseorang
yang tidak dapat mengendalikan...","buddha"
"Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama ...","Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika 3 Agustus Buddha adalah seperti seorang tabah yang melindungi Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika  3 Agustus  Buddha adalah seperti seorang tabah yang melindungi (kita) dari ketakutan.  Dharma adalah pelindung terhadap ketakutan itu, dan Sangha adalah mereka yang telah menemukan perlindungan terhadap ketakutan.   Buddha adalah seperti seorang penghibur yang baik.  Dharma adalah hiburannya, dan  Sangha adalah mereka yang telah mendapatkan hiburan ltu.   Buddha merupakan seorang sahabat yang sejati.  Dharma merupakan nasihat yang berguna, dan  Sangha adalah mereka yang telah mencapai keinginannya dengan mengikuti nasihat yang berguna itu.  ~ Paramatthajotika 22 ~  Buddha Wacana Penerbit Karaniya | Facebook Namo Buddhaya
Renungan Harian Agama Buddha
Oleh : Ven. Shravasti Dhammika

3 Agustus

Buddha adalah seperti seorang tabah yang melindungi (kita) dari...","buddha"
"identitas agama buddha - YouTube","Animated Video created using Animaker - https://www.animaker.com pendiri, hari raya, tempat ibadah, simbol. ","buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
"Komunitas SMA Indonesia | Jambi mendapat informasi tentang ...","2 likes · smaindonesiaorg. Selamat hari raya trisuci Waisak bagi umat Budha. Semoga kita semua selalu dituntun di jalan kedamaian, kebenaran dan cinta. # Komunitas SMA Indonesia on Instagram: ""Jambi mendapat informasi tentang Spinal Muscular Atrophy! Kami mengirimkan kalender infografis SMA ke dr. Ifo Faujiah Sihite M.Ked, SpA and dr.Alfindra Tamin,Sp.S,Msi.Med di Jambi. Semoga semakin banyak dokter dan tenaga kesehatan di pelosok daerah yang menyadari keberadaan SMA di Indonesia.
@kemenkes_ri
@p2ptmkemenkesri @jokowi @kantorstafpresidenri @komisiix @idai_ig @rotarybalitaman @sapdajogja @indonesiararedisorders @indonesiacareforrarediseases @ddyusuf66 @ikatandokterindonesia
---
Jambi got information about Spinal Muscular Atrophy! We sent SMA info graphic calendar to dr. Ifo Faujiah Sihite M.Ked, SpA and dr.Alfindra Tamin,Sp.S,Msi.Med at Jambi. Hopefully more doctors and other medical professionals in remote area of Indonesia aware of SMA. 
#smaawareness #smacalendar 
#spinalmuscularatrophy  #spinalamuscularatrophyIndonesia
#spinalmuscularatrophyAsia
#smaIndonesia
#fightsma"" 14 likes, 0 comments - smaindonesiaorg on August 2, 2018: ""Jambi mendapat informasi tentang Spinal Muscular Atrophy! Kami mengirimkan kalender infografis SMA ke dr. Ifo Faujiah Sihite M.Ked, SpA and dr.Alfindra Tamin,Sp.S,Msi.Med di Jambi. Semoga semakin banyak dokter dan tenaga kesehatan di pelosok daerah yang menyadari keberadaan SMA di Indonesia.
@kemenkes_ri
@p2ptmkemenkesri @jokowi @kantorstafpresidenri @komisiix @idai_ig @rotarybalitaman @sapdajogja @indonesiararedisorders @indonesiacareforrarediseases @ddyusuf66 @ikatandokterindonesia
---
Jambi got information about Spinal Muscular Atrophy! We sent SMA info graphic calendar to dr. Ifo Faujiah Sihite M.Ked, SpA and dr.Alfindra Tamin,Sp.S,Msi.Med at Jambi. Hopefully more doctors and other medical professionals in remote area of Indonesia aware of SMA. 
#smaawareness #smacalendar 
#spinalmuscularatrophy  #spinalamuscularatrophyIndonesia
#spinalmuscularatrophyAsia
#smaIndonesia
#fightsma"".","buddha"
"PACKAGING, PRINT & COPY SHOP | Promo Harga Merdeka ...","Hari ini Pixelindie libur dulu ya , dan akan buka kembali besok di tanggal 24 Mei 2024. Selamat Hari Raya Waisak . more. PACKAGING, PRINT & COPY SHOP on Instagram: ""Promo Harga Merdeka selanjutnya yaitu cetak di Brief Card save up to 17%!
Jangan sampai ketinggalan promonya ya kak! ?
#pixelindie #promo #haribuku #pixelindie #percetakanjakarta #bestseller #olshop #lfl #followforfollow #Printshop #promotions #pixelindiegadingserpong #like4like #hardcover #desainrumah #printingjakarta #printingtangerang #packagingdesign #giladiskon #kartunamamurah"" 16 likes, 0 comments - pixelindie on August 1, 2018: ""Promo Harga Merdeka selanjutnya yaitu cetak di Brief Card save up to 17%!
Jangan sampai ketinggalan promonya ya kak! ?
#pixelindie #promo #haribuku #pixelindie #percetakanjakarta #bestseller #olshop #lfl #followforfollow #Printshop #promotions #pixelindiegadingserpong #like4like #hardcover #desainrumah #printingjakarta #printingtangerang #packagingdesign #giladiskon #kartunamamurah"".","buddha"
"KOPHI D.I Yogyakarta (@KOPHIyogya) / X","Selamat Hari Raya Waisak 2562 BE. Kedamaian hati mensucikan pikiran, Ketenangan jiwa menjernihkan raga. #SalamLestari #BergerakSelaras #KOPHIyogyakarta KOPHI D.I Yogyakarta (@KOPHIyogya) on X Koalisi Pemuda Hijau Indonesia (KOPHI) Merupakan Wadah Bagi Pemuda Yang Ingin Menjadi Bagian Dari Solusi Perubahan Iklim.","buddha"
"FORGI FTUI (@forgi_ftui) / X","[HARI RAYA WAISAK] Selamat Hari Raya Waisak 2561 Semoga dapat menemukan kebahagiaan dalam hidup kita. FORGI FTUI 2017 #EvolveToEnergize. Image. FORGI FTUI (@forgi_ftui) on X Forum Energi Fakultas Teknik Universitas Indonesia. Untuk Kedaulatan & Ketahanan Energi ✉ forgiftui@gmail.com [f] http://t.co/8PnHvMFiWR","buddha"
"Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama ...","Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika 3 Agustus Buddha adalah seperti seorang tabah yang melindungi Renungan Kehidupan - Namo Buddhaya Renungan Harian Agama Buddha Oleh : Ven. Shravasti Dhammika  3 Agustus  Buddha adalah seperti seorang tabah yang melindungi (kita) dari ketakutan.  Dharma adalah pelindung terhadap ketakutan itu, dan Sangha adalah mereka yang telah menemukan perlindungan terhadap ketakutan.   Buddha adalah seperti seorang penghibur yang baik.  Dharma adalah hiburannya, dan  Sangha adalah mereka yang telah mendapatkan hiburan ltu.   Buddha merupakan seorang sahabat yang sejati.  Dharma merupakan nasihat yang berguna, dan  Sangha adalah mereka yang telah mencapai keinginannya dengan mengikuti nasihat yang berguna itu.  ~ Paramatthajotika 22 ~  Buddha Wacana Penerbit Karaniya | Facebook Namo Buddhaya
Renungan Harian Agama Buddha
Oleh : Ven. Shravasti Dhammika

3 Agustus

Buddha adalah seperti seorang tabah yang melindungi (kita) dari...","buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
NULL,NULL,"buddha"
